programme,registered_name,international_name,institution,official_programme_code,rio_programme_unit_code,offered_programme_code,form,languages,locations,website,all_names,rio_rows
Bachelor Biomedische Wetenschappen,Biomedische Wetenschappen,Biomedical Sciences,Universiteit Maastricht,56990,1001O6205,fdb94688-350c-4d42-a01b-ee8552c029f9,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/biomedical-sciences,Bachelor Biomedische Wetenschappen | Biomedische Wetenschappen | Biomedical Sciences,1
Bachelor Brain Science,Brain Science,Brain Science,Universiteit Maastricht,59347,1001O8867,73df6be6-05c9-4758-a20c-0c2f55b07cff,VOLTIJD,ENG,Maastricht,https://curriculum.maastrichtuniversity.nl/education/bachelor/brain-science,Bachelor Brain Science | Brain Science,1
Bachelor Business Analytics,Business Analytics,Business Analytics,Universiteit Maastricht,56856,1001O6108,3fcc3dcc-2dda-4f09-91d5-11a6d86c2ac4,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/business-analytics,Bachelor Business Analytics | Business Analytics,1
Bachelor Business Engineering,Business Engineering,Business Engineering,Universiteit Maastricht,50769,1001O5744,9e5055f1-c75c-4e48-9a17-2b3998df37b6,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/business-engineering,Bachelor Business Engineering | Business Engineering,1
Bachelor Cultuurwetenschappen,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,0d410b58-f1ed-420d-a6c6-6d82b6b387a5,VOLTIJD,NLD,Maastricht,https://curriculum.maastrichtuniversity.nl/nl/onderwijs/bachelor/bachelor-arts-and-culture,Bachelor Cultuurwetenschappen | Cultuurwetenschappen | Arts and Culture,1
Bachelor Digital Society,Digital Society,Digital Society,Universiteit Maastricht,59337,1001O6244,5aa27132-30d9-4222-b3e8-172fd5c8e63b,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/digital-society,Bachelor Digital Society | Digital Society,1
Bachelor Econometrics and Operations Research,Econometrie en Operationele Research,Econometrics and Operations Research,Universiteit Maastricht,56833,1001O6078,db672bf4-f5d3-48ee-a6b0-509b1ec114b8,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/econometrics-operations-research,Bachelor Econometrics and Operations Research | Econometrie en Operationele Research | Econometrics and Operations Research,1
Bachelor Economics and Business Economics,Economie en Bedrijfseconomie,Economics and Business Economics,Universiteit Maastricht,50950,1001O5764,98f01ad3-9701-4152-b819-039bc4caec19,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,Bachelor Economics and Business Economics | Economie en Bedrijfseconomie | Economics and Business Economics,1
Bachelor Economics and Business Economics,Economie en Bedrijfseconomie,Economics and Business Economics,Universiteit Maastricht,50950,1001O5764,f421ed76-c8b5-4d70-b1a1-748462cd80c7,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/economics-and-business-economics,Bachelor Economics and Business Economics | Economie en Bedrijfseconomie | Economics and Business Economics,1
Bachelor European Law School,European Law School,European Law School,Universiteit Maastricht,50017,1001O5639,641651e5-4ba0-47a1-bfa4-c0e81358f7ce,VOLTIJD,ENG,Maastricht,https://curriculum.maastrichtuniversity.nl/education/bachelor/bachelor-european-law-school,Bachelor European Law School | European Law School,1
Bachelor European Law School (Regular Track),European Law School,European Law School,Universiteit Maastricht,50017,1001O5639,16abcb8d-4579-468d-97e4-cb94f05bd24b,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/,Bachelor European Law School (Regular Track) | European Law School,1
Bachelor European Public Health,European Public Health,European Public Health,Universiteit Maastricht,50296,1001O5673,5d702972-42da-4826-bf69-6057ab1cd922,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/european-public-health,Bachelor European Public Health | European Public Health,1
Bachelor European Studies,Europese Studies,European Studies,Universiteit Maastricht,56051,1001O5829,3a5c59eb-5c4f-476c-8f3d-3aae7b270d63,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/european-studies,Bachelor European Studies | Europese Studies | European Studies,1
Bachelor Fiscaal Recht,Fiscaal Recht,Tax Law,Universiteit Maastricht,56827,1001O6064,e05f22b5-776c-4c95-8346-dc3fe42bef3c,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/fiscaal-recht,Bachelor Fiscaal Recht | Fiscaal Recht | Tax Law,1
Bachelor Fiscal Economics,Fiscale Economie,Fiscal Economics,Universiteit Maastricht,56402,1001O5886,2519a3dd-7720-4d3f-b7c1-e5fc29a200fe,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,Bachelor Fiscal Economics | Fiscale Economie | Fiscal Economics,1
Bachelor Geneeskunde,Geneeskunde,Medicine,Universiteit Maastricht,56551,1001O5907,d3a4ee63-3b1d-4b81-9551-f750ddde9841,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/geneeskunde,Bachelor Geneeskunde | Geneeskunde | Medicine,1
Bachelor Gezondheidswetenschappen,Gezondheidswetenschappen,Health Sciences,Universiteit Maastricht,56553,1001O5913,7d5325c8-0ae3-42d7-8f99-c29c7d935b0b,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/gezondheidswetenschappen,Bachelor Gezondheidswetenschappen | Gezondheidswetenschappen | Health Sciences,1
Bachelor Global Studies,Global Studies,Global Studies,Universiteit Maastricht,59339,1001O6246,a53209d3-eeb2-4362-9092-e1924ec84565,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/global-studies,Bachelor Global Studies | Global Studies,1
Bachelor International Business,International Business,International Business,Universiteit Maastricht,50019,1001O5643,c7cb1b01-d9a8-43e6-9355-9a9f46fe9dec,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/international-business,Bachelor International Business | International Business,1
Bachelor Liberal Arts and Sciences / University College Maastricht,Liberal Arts and Sciences,Liberal Arts and Sciences,Universiteit Maastricht,50393,1001O5683,fd3c72b5-6a80-44d6-b1aa-c0cb9c2d3a12,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/university-college-maastricht,Bachelor Liberal Arts and Sciences / University College Maastricht | Liberal Arts and Sciences,1
Bachelor Liberal Arts and Sciences / University College Venlo,Liberal Arts and Sciences,Liberal Arts and Sciences,Universiteit Maastricht,50393,1001O5683,c1d90502-0f43-42d1-8af0-f2bdb8b06925,VOLTIJD,ENG,Venlo,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/university-college-venlo,Bachelor Liberal Arts and Sciences / University College Venlo | Liberal Arts and Sciences,1
Bachelor of Science in Circular Engineering,Circular Engineering,Circular Engineering,Universiteit Maastricht,59341,1001O6248,d8acf2b1-a0b8-408b-8e85-b498cb3c6988,VOLTIJD,ENG,Maastricht,https://curriculum.maastrichtuniversity.nl/education/bachelor/circular-engineering,Bachelor of Science in Circular Engineering | Circular Engineering,1
Bachelor of Science in Computer Science,Computer Science,Computer Science,Universiteit Maastricht,50426,1001O8805,d27e32af-0efb-4648-829b-e35b172e1818,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/computer-science,Bachelor of Science in Computer Science | Computer Science,1
Bachelor of Science in Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Universiteit Maastricht,50300,1001O5675,716ae143-098f-4717-b156-b0d3943a7b92,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/data-science-and-artificial-intelligence,Bachelor of Science in Data Science and Artificial Intelligence | Data Science and Artificial Intelligence,1
Bachelor Psychologie,Psychologie,Psychology,Universiteit Maastricht,56604,1001O5933,da6e801a-7826-4066-be6e-551d4d4b3365,VOLTIJD,NLD,Maastricht,https://curriculum.maastrichtuniversity.nl/nl/onderwijs/bachelor-psychologie,Bachelor Psychologie | Psychologie | Psychology,1
Bachelor Psychology English track,Psychologie,Psychology,Universiteit Maastricht,56604,1001O5933,8f225667-a137-4f04-af87-8b39ba14301a,VOLTIJD,ENG,Maastricht,https://curriculum.maastrichtuniversity.nl/education/bachelor/bachelor-psychology,Bachelor Psychology English track | Psychologie | Psychology,1
Bachelor Rechtsgeleerdheid,Rechtsgeleerdheid,Dutch Law,Universiteit Maastricht,50700,1001O5728,01500bba-81d9-45a0-bc40-73c7c1b8b883,VOLTIJD,ENG,Maastricht,https://curriculum.maastrichtuniversity.nl/education/bachelor/bachelor-dutch-law,Bachelor Rechtsgeleerdheid | Rechtsgeleerdheid | Dutch Law,1
Bachelor Rechtsgeleerdheid,Rechtsgeleerdheid,Dutch Law,Universiteit Maastricht,50700,1001O5728,96bc9a22-5859-48d9-92c8-ea7aa5d6cb17,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/rechtsgeleerdheid,Bachelor Rechtsgeleerdheid | Rechtsgeleerdheid | Dutch Law,1
Bachelor Regenerative Medicine and Technology,Regenerative Medicine and Technology,Regenerative Medicine and Technology,Universiteit Maastricht,59346,1001O8844,10e0868a-24e9-4931-85e6-86746d72b4d4,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/regenerative-medicine-and-technology,Bachelor Regenerative Medicine and Technology | Regenerative Medicine and Technology,1
Bachelor Sustainable Bioscience,Sustainable Bioscience,Sustainable Bioscience,Universiteit Maastricht,50478,1016O2305,7db313c6-39b2-4cf3-8351-aff51f2f14df,VOLTIJD,ENG,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/sustainable-bioscience,Bachelor Sustainable Bioscience | Sustainable Bioscience,1
Bachelor Urban Sustainability Studies,Urban Sustainability Studies (joint degree),Urban Sustainability Studies (joint degree),Universiteit Maastricht,55031,1016O2836,1f54541f-c421-4c9a-9ee8-d3cd965530b9,VOLTIJD,ENG,Heerlen,https://www.maastrichtuniversity.nl/education/bachelor/programmes/urban-sustainability-studies/admission-and-enrolment,Bachelor Urban Sustainability Studies | Urban Sustainability Studies (joint degree),1
Educatieve Module - Biologie,Biomedische Wetenschappen,Biomedical Sciences,Universiteit Maastricht,56990,1001O6205,e988cf46-046b-4788-bb64-07e3c48c5196,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/,Educatieve Module - Biologie | Biomedische Wetenschappen | Biomedical Sciences,1
Educatieve Module - Natuurkunde,Liberal Arts and Sciences,Liberal Arts and Sciences,Universiteit Maastricht,50393,1001O5683,bb728da7-720b-4e0f-bf04-8d7ee032505f,VOLTIJD,NLD,,https://wwwmaastrichtuniversity.nl,Educatieve Module - Natuurkunde | Liberal Arts and Sciences,1
Educatieve Module - Wiskunde,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Universiteit Maastricht,50300,1001O5675,a6c7192d-86d1-4d82-9238-022bc0b47fd0,VOLTIJD,ENG,,https://www.maastrichtuniversity.nl/,Educatieve Module - Wiskunde | Data Science and Artificial Intelligence,1
Liberal Arts and Sciences / Maastricht Science Programme,Liberal Arts and Sciences,Liberal Arts and Sciences,Universiteit Maastricht,50393,1001O5683,42ec19d9-0a2a-4c79-8bb8-0fadbf5b831e,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/maastricht-science-programme,Liberal Arts and Sciences / Maastricht Science Programme | Liberal Arts and Sciences,1
"Pre-master Art, Literature and Society",Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,a1bac7d1-fe6b-40cd-9075-be4c76e24d86,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,"Pre-master Art, Literature and Society | Cultuurwetenschappen | Arts and Culture",1
Pre-master Arts and Culture,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,391d0f35-3c0f-4754-9c41-a43705dfb858,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/pre-master-arts-and-culture,Pre-master Arts and Culture | Cultuurwetenschappen | Arts and Culture,1
Pre-master Business Intelligence and Smart Services,International Business,International Business,Universiteit Maastricht,50019,1001O5643,2a2f9c66-35bd-4e0a-a325-9a6317b95456,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-business-intelligence-and-smart-services,Pre-master Business Intelligence and Smart Services | International Business,1
Pre-master Campus Venlo (Health Food Innovation Management),Liberal Arts and Sciences,Liberal Arts and Sciences,Universiteit Maastricht,50393,1001O5683,74c8f5ed-2517-4422-a61b-f777f10d6c48,VOLTIJD,ENG,Venlo,https://www.maastrichtuniversity.nl/pre-masters-health-food-innovation-management,Pre-master Campus Venlo (Health Food Innovation Management) | Liberal Arts and Sciences,1
Pre-master Campus Venlo (Health Food Innovation Management),Liberal Arts and Sciences,Liberal Arts and Sciences,Universiteit Maastricht,50393,1001O5683,b7ae5c80-5161-4812-979f-eb4f7f5c76d4,VOLTIJD,ENG,Venlo,https://www.maastrichtuniversity.nl/pre-masters-health-food-innovation-management,Pre-master Campus Venlo (Health Food Innovation Management) | Liberal Arts and Sciences,1
Pre-master Digital Business Economics,International Business,International Business,Universiteit Maastricht,50019,1001O5643,fdb5d177-2a1c-40e0-97f2-5c33ed14cd9b,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-digital-business-and-economics,Pre-master Digital Business Economics | International Business,1
Pre-master DKE (Artificial Intelligence) Pre-master DACS (Artificial Intelligence),Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Universiteit Maastricht,50300,1001O5675,da6f47c3-125d-4100-9208-dbcd212ff697,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-msc-artificial-intelligence,Pre-master DKE (Artificial Intelligence) Pre-master DACS (Artificial Intelligence) | Data Science and Artificial Intelligence,1
Pre-master DKE (Data Science for Decision Making) Pre-master DACS (Data Science for Decision Making),Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Universiteit Maastricht,50300,1001O5675,de053ad3-c197-418f-abba-7fed3eb8fd82,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-msc-data-science-decision-making,Pre-master DKE (Data Science for Decision Making) Pre-master DACS (Data Science for Decision Making) | Data Science and Artificial Intelligence,1
Pre-master Econometrics and Operations Research,Econometrie en Operationele Research,Econometrics and Operations Research,Universiteit Maastricht,56833,1001O6078,4516bfe1-88d6-4f01-8a21-d72aece69a1d,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,Pre-master Econometrics and Operations Research | Econometrie en Operationele Research | Econometrics and Operations Research,1
Pre-master Economics,Economie en Bedrijfseconomie,Economics and Business Economics,Universiteit Maastricht,50950,1001O5764,65363414-e964-4ff9-be42-b349505749cf,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-economics,Pre-master Economics | Economie en Bedrijfseconomie | Economics and Business Economics,1
Pre-master Economics and Strategy in Emerging Markets,Economie en Bedrijfseconomie,Economics and Business Economics,Universiteit Maastricht,50950,1001O5764,b6f8a676-1b14-471e-94cf-54e0b3b3d606,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-economics-and-strategy-emerging-markets,Pre-master Economics and Strategy in Emerging Markets | Economie en Bedrijfseconomie | Economics and Business Economics,1
Pre-master European Studies,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,20f4bf8b-bd97-4af2-a5f8-a65952b9819b,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/node/382876,Pre-master European Studies | Cultuurwetenschappen | Arts and Culture,1
"Pre-master European Studies on Society, Science and Technology",Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,0eb37ece-d89c-4cea-a3ff-f98be33c9768,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/pre-master-european-studies-society-science-and-technology,"Pre-master European Studies on Society, Science and Technology | Cultuurwetenschappen | Arts and Culture",1
Pre-master Financial Economics,Economie en Bedrijfseconomie,Economics and Business Economics,Universiteit Maastricht,50950,1001O5764,5a950493-2b00-4945-a11b-7b0e9a4c14f7,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-financial-economics,Pre-master Financial Economics | Economie en Bedrijfseconomie | Economics and Business Economics,1
Pre-master Fiscaal Recht Traject 1,Fiscaal Recht,Tax Law,Universiteit Maastricht,56827,1001O6064,b34c46f8-2f57-4ea2-a548-55c9d3b6471e,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/nl/premaster-fiscaal-recht,Pre-master Fiscaal Recht Traject 1 | Fiscaal Recht | Tax Law,1
Pre-master Fiscaal Recht Traject 2,Fiscaal Recht,Tax Law,Universiteit Maastricht,56827,1001O6064,87f91a1e-f0ed-4d94-9e29-1ae7d2fc0a16,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/nl/premaster-fiscaal-recht,Pre-master Fiscaal Recht Traject 2 | Fiscaal Recht | Tax Law,1
Pre-master Global Supply Chain Management and Change,International Business,International Business,Universiteit Maastricht,50019,1001O5643,42df55e2-524b-49c4-b9e7-1709068e1462,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-global-supply-chain-management-and-change,Pre-master Global Supply Chain Management and Change | International Business,1
Pre-master Globalisation and Development Studies,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,708282d1-da63-4772-9599-58d8c67c5fb1,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/pre-master-globalisation-and-development-studies,Pre-master Globalisation and Development Studies | Cultuurwetenschappen | Arts and Culture,1
Pre-master Human Decision Science,Economie en Bedrijfseconomie,Economics and Business Economics,Universiteit Maastricht,50950,1001O5764,38cde271-9698-47a4-9d5a-efcf124c3166,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-human-decision-science,Pre-master Human Decision Science | Economie en Bedrijfseconomie | Economics and Business Economics,1
Pre-master International Business specialisatie Accounting and Business Information Technology,International Business,International Business,Universiteit Maastricht,50019,1001O5643,50f65f57-cc18-49bf-ad87-1421c03a9573,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Accounting and Business Information Technology | International Business | Pre-master International Business specialisation Accounting and Business Information Technology,1
Pre-master International Business specialisatie Entrepreneurship and Business Development,International Business,International Business,Universiteit Maastricht,50019,1001O5643,c16a8680-4e5c-4156-a86c-978285814a24,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Entrepreneurship and Business Development | International Business,1
Pre-master International Business specialisatie Information Management and Business Intelligence,International Business,International Business,Universiteit Maastricht,50019,1001O5643,75f5e433-c5e8-4d14-ac1a-4105e6afc33c,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Information Management and Business Intelligence | International Business | Pre-master International Business specialisation Information Management and Business Intelligence,1
Pre-master International Business specialisatie Managerial Decision- Making and Control,International Business,International Business,Universiteit Maastricht,50019,1001O5643,c69ec4fd-393e-442b-bf3a-430ad6d14bb6,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Managerial Decision- Making and Control | International Business | Pre-master International Business specialisation Managerial Decision- Making and Control,1
Pre-master International Business specialisatie Marketing-Finance,International Business,International Business,Universiteit Maastricht,50019,1001O5643,e1c2c513-3873-405a-ba2b-1ae4a24636c6,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Marketing-Finance | International Business | Pre-master International Business specialisation Marketing-Finance,1
"Pre-master International Business specialisatie Organisation: Management, Change and Consultancy",International Business,International Business,Universiteit Maastricht,50019,1001O5643,ad8a2153-7bde-493b-84b1-993576f3362e,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,"Pre-master International Business specialisatie Organisation: Management, Change and Consultancy | International Business | Pre-master International Business specialisation Organisation: Management, Change and Consultancy",1
Pre-master International Business specialisatie Strategic Corporate Finance,International Business,International Business,Universiteit Maastricht,50019,1001O5643,9c02c59a-a262-48f0-8c4f-29a2109d4100,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Strategic Corporate Finance | International Business | Pre-master International Business specialisation Strategic Corporate Finance,1
Pre-master International Business specialisatie Strategic Marketing,International Business,International Business,Universiteit Maastricht,50019,1001O5643,1673fa94-e0e5-497c-8faa-7fcc8e45e9f2,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Strategic Marketing | International Business | Pre-master International Business specialisation Strategic Marketing,1
Pre-master International Business specialisatie Strategy and Innovation,International Business,International Business,Universiteit Maastricht,50019,1001O5643,4794e1b4-c86f-4a94-89b6-9a9cf3b614c9,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Strategy and Innovation | International Business,1
Pre-master International Business specialisatie Supply Chain Management,International Business,International Business,Universiteit Maastricht,50019,1001O5643,e82e7978-5e34-438d-a318-6ed6e09aa42c,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Supply Chain Management | International Business | Pre-master International Business specialisation Supply Chain Management,1
Pre-master International Business specialisatie Sustainable Finance,International Business,International Business,Universiteit Maastricht,50019,1001O5643,ec92636e-e81e-4a63-adbe-477b8dfff488,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisatie Sustainable Finance | International Business | Pre-master International Business specialisation Sustainable Finance,1
Pre-master International Business specialisation Accounting and Control,International Business,International Business,Universiteit Maastricht,50019,1001O5643,743e088c-6990-451a-9ffe-c68546972ac2,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-international-business,Pre-master International Business specialisation Accounting and Control | International Business,1
Pre-master Law,Rechtsgeleerdheid,Dutch Law,Universiteit Maastricht,50700,1001O5728,2be4ec5c-06b2-4c99-9f0a-9995029875ca,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-law,Pre-master Law | Rechtsgeleerdheid | Dutch Law,1
Pre-master Learning and Development in Organisations,International Business,International Business,Universiteit Maastricht,50019,1001O5643,9269edd4-2a01-47cd-90db-d4fe326af264,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-learning-and-development-organisations,Pre-master Learning and Development in Organisations | International Business,1
Pre-master Media Studies: Digital Cultures,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,8c31e62c-1157-4ba5-b7c9-788b6133410f,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/pre-master-media-studies-digital-cultures,Pre-master Media Studies: Digital Cultures | Cultuurwetenschappen | Arts and Culture,1
Pre-master Mental Health,Psychologie,Psychology,Universiteit Maastricht,56604,1001O5933,9cf13d1a-3086-4917-b838-8b7ef9bd2583,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/nl/premaster-mental-health,Pre-master Mental Health | Psychologie | Psychology,1
Pre-master Politics and Society,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,14489cb9-469b-46bb-b231-003195b98511,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,Pre-master Politics and Society | Cultuurwetenschappen | Arts and Culture,1
Pre-master psychologie,Psychologie,Psychology,Universiteit Maastricht,56604,1001O5933,61b59c68-0f47-4aba-9641-fd7a87d24bad,VOLTIJD,NLD,,https://www.maastrichtuniversity.nl/pre-master-psychology,Pre-master psychologie | Psychologie | Psychology,1
Pre-master Psychologie,Psychologie,Psychology,Universiteit Maastricht,56604,1001O5933,a6dff629-a253-4b48-888e-6ba27dcfb7cd,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/pre-master-psychology,Pre-master Psychologie | Psychologie | Psychology | Pre-master Psychology,1
Pre-master Recht (voor HBO-rechten afgestudeerden) (NL),Rechtsgeleerdheid,Dutch Law,Universiteit Maastricht,50700,1001O5728,5875c6bc-f695-42ec-854f-94397d5942d9,VOLTIJD,NLD,Maastricht,https://www.maastrichtuniversity.nl/nl/pre-master-rechten,Pre-master Recht (voor HBO-rechten afgestudeerden) (NL) | Rechtsgeleerdheid | Dutch Law,1
Pre-master Responsible Data Science,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Universiteit Maastricht,50300,1001O5675,ef3a87dc-6858-40f2-98d0-7559ddb30c7d,VOLTIJD,ENG,,https://www.maastrichtuniversity.nl,Pre-master Responsible Data Science | Data Science and Artificial Intelligence,1
Schakelprogramma Kunst en Erfgoed,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,81c2f312-b15d-48cb-b384-84a2a081c9ed,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,Schakelprogramma Kunst en Erfgoed | Cultuurwetenschappen | Arts and Culture,1
"Schakelprogramma Kunst, Literatuur en Samenleving",Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,40908068-639f-44f1-a53d-922c1fb07a49,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,"Schakelprogramma Kunst, Literatuur en Samenleving | Cultuurwetenschappen | Arts and Culture",1
Schakelprogramma Mental health,Gezondheidswetenschappen,Health Sciences,Universiteit Maastricht,56553,1001O5913,9074192f-feaa-46b5-a50d-519c714d2cda,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,Schakelprogramma Mental health | Gezondheidswetenschappen | Health Sciences,1
Schakelprogramma Politiek en Samenleving,Cultuurwetenschappen,Arts and Culture,Universiteit Maastricht,50004,1001O5622,1d2df6a2-9d9c-4909-80d2-4235bac29879,VOLTIJD,ENG,Maastricht,https://www.maastrichtuniversity.nl/,Schakelprogramma Politiek en Samenleving | Cultuurwetenschappen | Arts and Culture,1
Bestuurs- en organisatiewetenschap,Bestuurs- en Organisatiewetenschap,Public Administration and Organisation Science,Universiteit Utrecht,50007,1001O5626,3e86db3b-cb74-4ba7-b9ba-9c0c00002ff6,VOLTIJD,NLD,,,Bestuurs- en organisatiewetenschap | Bestuurs- en Organisatiewetenschap | Public Administration and Organisation Science,1
Biomedische wetenschappen,Biomedische Wetenschappen,Biomedical Sciences,Universiteit Utrecht,56990,1001O6204,0c3c8996-eeaf-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Biomedische wetenschappen | Biomedische Wetenschappen | Biomedical Sciences,1
Communicatie- en informatiewetenschappen,Communicatie- en Informatiewetenschappen,Communication and Information Studies,Universiteit Utrecht,56826,1001O6057,0c3c8996-eeef-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Communicatie- en informatiewetenschappen | Communicatie- en Informatiewetenschappen | Communication and Information Studies,1
Diergeneeskunde,Diergeneeskunde,Veterinary Medicine,Universiteit Utrecht,56570,1001O5919,0c3c8996-ef47-6c8e-e063-6f41a8c067fb,VOLTIJD,NLD,,,Diergeneeskunde | Veterinary Medicine,1
